,id,title,soup
2320,218043,Left Behind,airplane therapture remake nicolascage chadmichaelmurray leathompson vicarmstrong thriller action sciencefiction
2321,9043,The Family Stone,holiday christmas clairedanes dianekeaton rachelmcadams thomasbezucha comedy drama romance
2322,21301,Barbershop 2:  Back in Business,blaxploitation icecube cedrictheentertainer seanpatrickthomas kevinrodneysullivan comedy drama
2323,10147,Bad Santa,holiday elves christmasparty billybobthornton tonycox brettkelly terryzwigoff drama comedy crime
2324,816,Austin Powers: International Man of Mystery,android undercover missile mikemyers elizabethhurley michaelyork jayroach sciencefiction comedy crime
2325,302688,My Big Fat Greek Wedding 2,comedy wedding johncorbett elenakampouris niavardalos kirkjones romance comedy family
2326,60307,Diary of a Wimpy Kid: Rodrick Rules,basedonnovel middleschool zacharygordon devonbostick rachaelharris davidbowers family comedy
2327,106,Predator,centralandsouthamerica predator alien arnoldschwarzenegger carlweathers elpidiacarrillo johnmctiernan sciencefiction action adventure
2328,279,Amadeus,italy composer opera f.murrayabraham tomhulce elizabethberridge milošforman drama history music
2329,8617,Prom Night,aunt remake bloodonshirt brittanysnow scottporter jessicastroup nelsonmccormick crime horror
2330,10625,Mean Girls,femalefriendship highschool fishoutofwater lindsaylohan rachelmcadams timmeadows markwaters comedy
2331,10934,Under the Tuscan Sun,depression toscana recreation dianelane sandraoh lindsayduncan audreywells comedy drama romance
2332,5279,Gosford Park,servant money shootingparty helenmirren cliveowen maggiesmith robertaltman drama mystery thriller
2333,10013,Peggy Sue Got Married,timetravel highschoolreunion kathleenturner nicolascage barrymiller francisfordcoppola comedy drama fantasy
2334,194662,Birdman,timessquare superhero longtake michaelkeaton emmastone zachgalifianakis alejandrogonzáleziñárritu drama comedy
2335,160588,Blue Jasmine,sanfrancisco sistersisterrelationship newyorkcity cateblanchett alecbaldwin sallyhawkins woodyallen comedy drama
2336,9829,United 93,airplane hijacking terrorcell j.j.johnson pollyadams trishgates paulgreengrass drama history crime
2337,10028,Honey,newyork dancing hip-hop jessicaalba mekhiphifer joybryant billewoodruff romance music family
2338,10535,Spy Hard,atomicbomb spoof jamesbondspoof leslienielsen nicollettesheridan charlesdurning rickfriedberg action comedy
2339,790,The Fog,prophecy sea beach adriennebarbeau jamieleecurtis janetleigh johncarpenter horror
2340,43959,Soul Surfer,competition basedonnovel sharkattack annasophiarobb helenhunt lorrainenicholson seanmcnamara action drama
2341,10364,Catch-22,worldwarii island bomber alanarkin martinbalsam richardbenjamin mikenichols war comedy drama
2342,16991,Observe and Report,robbery unrequitedlove securityguard sethrogen annafaris michaelpeña jodyhill comedy crime drama
2343,9610,Conan the Destroyer,swordplay sword magic arnoldschwarzenegger gracejones wiltchamberlain richardfleischer adventure fantasy action
2344,1578,Raging Bull,transporter jealousy violenthusband robertdeniro joepesci cathymoriarty martinscorsese drama
2345,25643,Love Happens,hotel florist forest aaroneckhart jenniferaniston judygreer brandoncamp drama romance
2346,11904,Young Sherlock Holmes,londonengland schoolfriend religionandsupernatural nicholasrowe alancox sophieward barrylevinson action adventure crime
2347,28665,Fame,musical duringcreditsstinger kaypanabaker naturinaughton kheringtonpayne kevintancharoen music comedy drama
2348,44115,127 Hours,mountains despair adventure jamesfranco katemara ambertamblyn dannyboyle adventure drama thriller
2349,10569,Small Time Crooks,bank restaurant roleofwomen woodyallen carolynsaxon traceyullman woodyallen action comedy crime
2350,10560,Center Stage,newyork competition dancer amandaschull zoesaldana susanmaypratt nicholashytner drama music
2351,333348,Love the Coopers,bigfamily familyrelationships family stevemartin dianekeaton johngoodman jessienelson comedy family
2352,20483,Catch That Kid,bankrobbery kristenstewart corbinbleu maxthieriot bartfreundlich family action adventure
2353,11457,Life as a House,fathersonrelationship house cancer kevinkline kristinscottthomas haydenchristensen irwinwinkler drama
2354,321697,Steve Jobs,biography computer fatherdaughterrelationship michaelfassbender katewinslet sethrogen dannyboyle drama history
2355,19840,"I Love You, Beth Cooper",virgin cheerleader graduation haydenpanettiere paulrust laurenlondon chriscolumbus comedy romance
2356,22327,Youth in Revolt,basedonnovel comingofage duringcreditsstinger michaelcera zachgalifianakis justinlong miguelarteta drama comedy romance
2357,38665,The Legend of the Lone Ranger,loneranger wildbillhickok buffalobill christopherlloyd mattclark juaninclay williama.fraker action adventure romance
2358,2575,The Tailor of Panama,dancing spy birthday piercebrosnan geoffreyrush jamieleecurtis johnboorman drama thriller
2359,11644,Blow Out,audiotape hitman presidentialelection johntravolta nancyallen johnlithgow briandepalma drama mystery thriller
2360,146227,Getaway, ethanhawke selenagomez jonvoight courtneysolomon action crime
2361,68924,The Ice Storm,basedonnovel 1970s thanksgiving kevinkline joanallen sigourneyweaver anglee drama
2362,253235,And So It Goes,grandfathergranddaughterrelationship neighbor wealthy michaeldouglas dianekeaton sterlingjerins robreiner comedy drama romance
2363,22102,Troop Beverly Hills,wilderness teenangst shelleylong craigt.nelson bettythomas jeffkanew adventure comedy family
2364,18701,Being Julia, michaelgambon annettebening leighlawson istvánszabó comedy drama romance
2365,10068,Nine 1/2 Weeks,sexualobsession prostitute women'ssexualidentity mickeyrourke kimbasinger margaretwhitton adrianlyne drama romance
2366,848,Dragonslayer,secretidentity selfsacrifice magic petermacnicol caitlinclarke ralphrichardson matthewrobbins fantasy
2367,36811,The Last Station,duringcreditsstinger jamesmcavoy christopherplummer helenmirren michaelhoffman drama romance
2368,522,Ed Wood,individual taxi transsexuality johnnydepp martinlandau sarahjessicaparker timburton comedy drama history
2369,130150,Labor Day,escapedconvict depressedmom joshbrolin katewinslet gattlingriffith jasonreitman drama
2370,12246,Mongol: The Rise of Genghis Khan,mongolia genghiskhan tadanobuasano sunhonglei khulanchuluun sergeibodrov history
2371,13809,RockNRolla,londonengland gangleader money markstrong tomwilkinson tobykebbell guyritchie action crime thriller
2372,27380,Megaforce,dictator soldier electronicmusicscore barrybostwick michaelbeck persiskhambatta halneedham adventure action sciencefiction
2373,10549,Hamlet,mother shakespeare denmark kennethbranagh derekjacobi juliechristie kennethbranagh drama
2374,33870,Mao's Last Dancer,costume song village chicao chengwuguo wenbinhuang bruceberesford drama romance
2375,245703,Midnight Special,fathersonrelationship helicopter fbi michaelshannon jaedenlieberher joeledgerton jeffnichols adventure drama sciencefiction
2376,10739,Anything Else,psychoanalysis comedian relationshipproblems woodyallen jasonbiggs christinaricci woodyallen comedy romance
2377,127560,The Railway Man,posttraumaticstressdisorder japanese worldwarii jeremyirvine colinfirth stellanskarsgård jonathanteplitzky drama history
2378,37903,The White Ribbon,germany childabuse pastor ursinalardi ulrichtukur burghartklaußner michaelhaneke crime drama mystery
2379,396152,Restoration, emilyroyao'brien adriangaeta zackward zackward horror
2380,10017,The Wraith,malenudity femalenudity sex charliesheen nickcassavetes sherilynfenn mikemarvin romance sciencefiction horror
2381,11468,Salton Sea,dualidentity identity warondrugs valkilmer vincentd'onofrio adamgoldberg d.j.caruso drama mystery thriller
2382,193613,Metallica: Through the Never,heavymetal liveconcert danedehaan mackenziegray jameshetfield nimródantal music
2383,17436,The Informers,sex sliceoflife hollywood billybobthornton kimbasinger mickeyrourke gregorjordan drama
2384,43434,Carlos,gun carbomb miniseries edgarramírez alexanderscheer fadiabisamra olivierassayas crime drama thriller
2385,31166,I Come with the Rain, joshhartnett eliaskoteas takuyakimura trananhhung thriller drama
2386,69848,One Man's Hero,war army battlefield tomberenger joaquimdealmeida danielaromo lancehool western action drama
2387,8408,Day of the Dead,florida insanity disembodiedhead loricardille terryalexander josephpilato georgea.romero horror sciencefiction
2388,332411,I Am Wrath,revenge murder policecorruption johntravolta christophermeloni rebeccademornay chuckrussell action crime drama
2389,9389,Renaissance,paris japanese identity danielcraig catherinemccormack romolagarai christianvolckman action animation sciencefiction
2390,9626,Red Sonja,monster swordplay queen arnoldschwarzenegger brigittenielsen sandahlbergman richardfleischer adventure fantasy action
2391,75638,Red Lights,paranormal psychic skepticism sigourneyweaver robertdeniro cillianmurphy rodrigocortés thriller
2392,8363,Superbad,becominganadult highschool youngpeople jonahhill michaelcera christophermintz-plasse gregmottola comedy
2393,15670,Madea Goes to Jail,criminal tylerperry derekluke keshiaknightpulliam tylerperry comedy crime drama
2394,290555,Wolves,adoption werewolf jasonmomoa lucastill johnpyper-ferguson davidhayter horror action
2395,8328,Step Up 2: The Streets,underdog competition streetgang brianaevigan roberthoffman willkemp jonm.chu music drama romance
2396,10982,Hoodwinked!,wolf suspicion littleredridinghood annehathaway glennclose jimbelushi coryedwards animation comedy family
2397,205,Hotel Rwanda,rwanda refugee refugeecamp doncheadle sophieokonedo nicknolte terrygeorge drama history war
2398,1620,Hitman,assassin secretidentity intelligence timothyolyphant dougrayscott olgakurylenko xaviergens action crime drama
2399,175541,Black Nativity,musical basedonstagemusical womandirector forestwhitaker angelabassett jenniferhudson kasilemmons drama music
2400,241254,The Prince,mobster justice retired brucewillis jasonpatric johncusack brianamiller thriller action
2401,31932,City of Ghosts, mattdillon jamescaan nataschamcelhone mattdillon thriller
2402,1933,The Others,nanny hauntedhouse channelislands nicolekidman christophereccleston alakinamann alejandroamenábar horror drama mystery
2403,679,Aliens,android extraterrestrialtechnology spacemarine sigourneyweaver michaelbiehn jamesremar jamescameron horror action thriller
2404,11113,My Fair Lady,musical transformation flowergirl audreyhepburn rexharrison stanleyholloway georgecukor drama family music
2405,3597,I Know What You Did Last Summer,secret blackmail fisherman jenniferlovehewitt sarahmichellegellar ryanphillippe jimgillespie horror thriller mystery
2406,193893,Let's Be Cops,corruption robbery kidnapping jakejohnson damonwayansjr. ninadobrev lukegreenfield comedy
2407,9675,Sideways,california golf oscaraward paulgiamatti thomashadenchurch virginiamadsen alexanderpayne comedy drama romance
2408,9988,Beerfest,germany competition prostitute erikstolhanske jaychandrasekhar stevelemme jaychandrasekhar comedy
2409,948,Halloween,femalenudity nudity mask donaldpleasence jamieleecurtis p.j.soles johncarpenter horror thriller
2410,21765,Good Boy!, mollyshannon liamaiken matthewbroderick johnroberthoffman comedy family sciencefiction
2411,146304,The Best Man Holiday,bestman terrencehoward haroldperrineau morrischestnut malcolmd.lee comedy
2412,7516,Smokin' Aces,neo-nazi gun sniper ryanreynolds rayliotta josephruskin joecarnahan action comedy crime
2413,41439,Saw: The Final Chapter,survivor violence selfhelpguru tobinbell costasmandylor betsyrussell kevingreutert horror crime
2414,2752,40 Days and 40 Nights,sexaddiction laundromat joshhartnett shannynsossamon adamtrese michaellehmann comedy romance
2415,9429,A Night at the Roxbury,nightlife nightclub flower willferrell chriskattan jennifercoolidge johnfortenberry comedy
2416,38117,Beastly,basedonnovel love beautifulwoman alexpettyfer vanessahudgens mary-kateolsen danielbarnz drama fantasy romance
2417,9792,The Hills Have Eyes,ambush newmexico van aaronstanford kathleenquinlan vinessashaw alexandreaja horror thriller
2418,13778,Dickie Roberts: Former Child Star,loser childprodigy davidspade marymccormack craigbierko samweisman comedy
2419,228203,"McFarland, USA",california smalltown coach kevincostner ramirorodriguez carlospratts nikicaro drama
2420,41382,Lottery Ticket, shadmoss brandont.jackson naturinaughton erikwhite comedy
2421,13960,ATL, t.i. evanross jackielong christianrobinson drama
2422,114150,Pitch Perfect,competition roommate college annakendrick skylarastin brittanysnow jasonmoore comedy music romance
2423,26602,Summer Catch,beach baseball sport freddieprinzejr. jessicabiel fredward miketollin drama comedy romance
2424,10223,A Simple Plan,brotherbrotherrelationship moneydelivery airplane billpaxton bridgetfonda billybobthornton samraimi drama crime thriller
2425,16028,They,suicide asylum nightmare lauraregan marcblucas ethanembry robertharmon horror thriller
2426,15639,Larry the Cable Guy: Health Inspector,healthinspector foodintoxication larrythecableguy irisbahr tonyhale trentcooper comedy
2427,16112,The Adventures of Elmo in Grouchland, kevinclash mandypatinkin vanessawilliams garyhalvorson family
2428,26390,Brooklyn's Finest,malenudity femalenudity tattoo richardgere doncheadle ethanhawke antoinefuqua crime drama thriller
2429,27759,55 Days at Peking,siege epic beijing charltonheston avagardner davidniven nicholasray action drama history
2430,109428,Evil Dead,remake demon necronomicon janelevy shilohfernandez loutaylorpucci fedealvarez horror
2431,23049,My Life in Ruins,beach greece tourbus niavardalos richarddreyfuss alexisgeorgoulis donaldpetrie comedy romance
2432,9310,American Dreamz,usapresident moderator musical hughgrant dennisquaid mandymoore paulweitz comedy drama family
2433,11411,Superman IV: The Quest for Peace,savingtheworld dccomics mountains christopherreeve margotkidder genehackman sidneyj.furie action adventure sciencefiction
2434,16988,How She Move,blackpeople lossofsister dance rutinawesley dwainmurphy boydbanks ianiqbalrashid drama
2435,7304,Running Scared,icehockey racism pedophile paulwalker cameronbright verafarmiga waynekramer action crime drama
2436,24747,Bobby Jones: Stroke of Genius,sport jimcaviezel claireforlani jeremynortham rowdyherrington drama
2437,58048,Shanghai Surprise, madonna seanpenn paulfreeman jimgoddard adventure
2438,1491,The Illusionist,magic princess love edwardnorton jessicabiel paulgiamatti neilburger fantasy drama thriller
2439,2989,Roar,africa lion elephant tippihedren melaniegriffith jerrymarshall noelmarshall adventure thriller
2440,10629,Veronica Guerin,journalism police drugscene cateblanchett gerardmcsorley ciaránhinds joelschumacher drama crime thriller
2441,255343,Escobar: Paradise Lost,surfer murder murderer beniciodeltoro joshhutcherson bradycorbet andreadistefano thriller romance
2442,4723,Southland Tales,suicide brotherbrotherrelationship spy dwaynejohnson seannwilliamscott sarahmichellegellar richardkelly action adventure comedy
2443,10800,Dragon Hunters,destroy future worldsupremacy vincentlindon patricktimsit philippenahon guillaumeivernel animation family
2444,25763,Damnation Alley,basedonnovel future post-apocalyptic jan-michaelvincent georgepeppard dominiquesanda jacksmight action adventure sciencefiction
2445,79694,The Apparition,experiment supernatural paranormal ashleygreene sebastianstan tomfelton toddlincoln horror thriller
2446,4032,My Girl,neighbor childkilledbyanimal writingclass annachlumsky macaulayculkin danaykroyd howardzieff comedy drama family
2447,18615,Fur: An Imaginary Portrait of Diane Arbus,photographer biography hair nicolekidman robertdowneyjr. tyburrell stevenshainberg drama mystery romance
2448,10673,Wall Street,power fraud broker charliesheen michaeldouglas martinsheen oliverstone crime drama
2449,4584,Sense and Sensibility,bowling basedonnovel servant katewinslet emmathompson hughgrant anglee drama romance
2450,2977,Becoming Jane,england judge irland annehathaway jamesmcavoy juliewalters julianjarrold drama romance
2451,10760,Sydney White,college romance sorority amandabynes sarapaxton mattlong joenussbaum comedy
2452,11093,House of Sand and Fog,sanfrancisco immigrant house jenniferconnelly benkingsley roneldard vadimperelman drama
2453,207,Dead Poets Society,individual philosophy poetry robinwilliams ethanhawke robertseanleonard peterweir drama
2454,8467,Dumb and Dumber,gasstation motel utah jimcarrey jeffdaniels laurenholly bobbyfarrelly comedy
2455,639,When Harry Met Sally...,newyork wifehusbandrelationship restaurant megryan billycrystal carriefisher robreiner comedy romance drama
2456,24226,The Verdict,boston court malpractice paulnewman charlotterampling jackwarden sidneylumet drama
2457,9285,Road Trip,femalenudity sex sexism breckinmeyer seannwilliamscott amysmart toddphillips comedy adventure
2458,14709,Varsity Blues,americanfootball smalltown texas jamesvanderbeek amysmart jonvoight brianrobbins comedy drama romance
2459,74643,The Artist,filmproducer filmhistory moviestudio jeandujardin bérénicebejo johngoodman michelhazanavicius drama comedy romance
2460,13788,The Unborn, odetteannable garyoldman meagangood davids.goyer horror thriller mystery
2461,83666,Moonrise Kingdom,newengland firstlove eyepatch brucewillis edwardnorton jaredgilman wesanderson comedy drama romance
2462,10781,The Texas Chainsaw Massacre: The Beginning,massmurder plannedmurder chainsaw jordanabrewster taylorhandley diorabaird jonathanliebesman horror
2463,318850,The Young Messiah,egypt jesuschrist gospel adamgreaves-neal saralazzaro vincentwalsh cyrusnowrasteh drama
2464,13908,The Master of Disguise,aftercreditsstinger duringcreditsstinger danacarvey brentspiner jenniferesposito perryandelinblake comedy family
2465,1417,Pan's Labyrinth,spain resistance servant ivanabaquero maribelverdú sergilópez guillermodeltoro fantasy drama war
2466,39180,See Spot Run,dog michaelclarkeduncan davidarquette lesliebibb johnwhitesell action comedy family
2467,16161,Baby Boy,singleparent intolerance condom tyresegibson tarajip.henson omargooding johnsingleton crime drama romance
2468,49950,The Roommate,jealousy roommate obsession minkakelly leightonmeester camgigandet christiane.christiansen thriller drama horror
2469,10956,Joe Dirt,parentskidsrelationship lossofparents lookingforbirthparents davidspade brittanydaniel dennismiller denniegordon mystery adventure comedy
2470,9594,Double Impact,lossofparents karate fighter jean-claudevandamme geoffreylewis alonnashaw sheldonlettich thriller action crime
2471,4638,Hot Fuzz,village arrest police simonpegg nickfrost jimbroadbent edgarwright crime action comedy
2472,13972,The Women,beautysalon divorce womandirector clorisleachman indiaennenga annettebening dianeenglish comedy drama romance
2473,5038,Vicky Cristina Barcelona,barcelonaspain menageatrois author scarlettjohansson rebeccahall javierbardem woodyallen drama romance
2474,13491,Arn: The Knight Templar,tvmovie joakimnätterqvist sofiahelin stellanskarsgård peterflinth action adventure drama
2475,10571,Boys and Girls,soulmates newlove platoniclove freddieprinzejr. claireforlani jasonbiggs robertiscove comedy drama romance
2476,10994,White Oleander,poison prison lossoffamily alisonlohman michellepfeiffer colehauser peterkosminsky drama
2477,19994,Jennifer's Body,bloodthirstiness highschool sexualmurder meganfox amandaseyfried johnnysimmons karynkusama comedy horror
2478,25166,Drowning Mona,suspicion suspect investigation dannydevito bettemidler nevecampbell nickgomez comedy crime mystery
2479,30890,Radio Days,beach taxidriver worldwarii woodyallen miafarrow jeffdaniels woodyallen comedy drama
2480,23169,Remember Me,newyork fathersonrelationship grieving robertpattinson emiliederavin piercebrosnan allencoulter drama romance
2481,17403,How to Deal,womandirector mandymoore trentford allisonjanney clarekilner drama comedy romance
2482,12120,My Stepmother is an Alien,alien spoof sneeze danaykroyd kimbasinger jonlovitz richardbenjamin comedy sciencefiction
2483,9800,Philadelphia,gay aids homophobia tomhanks denzelwashington jasonrobards jonathandemme drama
2484,1090,The Thirteenth Floor,artificialintelligence simulation computerprogram craigbierko arminmueller-stahl gretchenmol josefrusnak thriller sciencefiction mystery
2485,18475,The Cookout,comedy jarule timmeadows jeniferlewis lancerivera comedy drama
2486,40160,Meteor,meteor disaster disasterfilm seanconnery nataliewood karlmalden ronaldneame action sciencefiction thriller
2487,18074,Duets,musical gwynethpaltrow scottspeedman mariabello brucepaltrow comedy drama music
2488,9689,Hollywood Ending,blindnessandimpairedvision creativecrisis filmdirector woodyallen georgehamilton téaleoni woodyallen comedy drama
2489,9781,Detroit Rock City,parentskidsrelationship kiss independentfilm giuseppeandrews jamesdebello edwardfurlong adamrifkin comedy music
2490,8009,Highlander,newyork scotland swordplay christopherlambert roxannehart clancybrown russellmulcahy adventure action fantasy
2491,3877,Things We Lost in the Fire,sadness lossoffather junkie halleberry beniciodeltoro davidduchovny susannebier drama
2492,8854,Steel,dccomics losangeles soldier shaquilleo'neal annabethgish richardroundtree kennethjohnson sciencefiction action adventure
2493,152599,The Immigrant,newyork corruption sistersisterrelationship marioncotillard jeremyrenner joaquinphoenix jamesgray drama romance
2494,18840,The White Countess, ralphfiennes natasharichardson hiroyukisanada jamesivory drama history family
2495,68727,Trance,amnesia artthief hypnotism jamesmcavoy vincentcassel rosariodawson dannyboyle thriller crime drama
2496,12657,Soul Plane,blackpeople hip-hop nightclub tomarnold kevinhart methodman jessyterrero romance comedy
2497,8265,Welcome to the Sticks,clocktower jealousy cheating kadmerad danyboon zoéfélix danyboon comedy
2498,12410,Good,germany nazis nazism viggomortensen jasonisaacs markstrong vicenteamorim drama
2499,34647,Enter the Void,prostitute hallucination stripclub nathanielbrown pazdelahuerta cyrilroy gasparnoé fantasy drama
2500,73935,Vamps,vampire love womandirector aliciasilverstone krystenritter sigourneyweaver amyheckerling comedy romance horror
2501,28178,Hachi: A Dog's Tale,japanese loyalty humananimalrelationship richardgere joanallen jasonalexander lassehallström drama family
2502,185567,Zulu, orlandobloom forestwhitaker conradkemp jérômesalle crime drama thriller
2503,264656,The Homesman,dancing basedonnovel revenge hilaryswank tommyleejones gracegummer tommyleejones western drama
2504,35696,Juwanna Mann,"sport basketball beautifulwoman miguela.núñez,jr. vivicaa.fox kevinpollak jessevaughan comedy drama"
2505,16351,Ararat,destructionofacivilization turkey simonabkarian charlesaznavour christopherplummer atomegoyan war drama
2506,38717,Madison,sport independentfilm jimcaviezel jakelloyd marymccormack williambindley action adventure drama
2507,18777,Slow Burn, rayliotta llcoolj mekhiphifer waynebeach mystery crime drama
2508,2110,Wasabi,handcuffs hitman loveletter jeanreno ryokohirosue michelmuller gérardkrawczyk drama action comedy
2509,9035,Slither,smalltown mutant meteor nathanfillion donthompson elizabethbanks jamesgunn comedy horror sciencefiction
2510,90,Beverly Hills Cop,california showdown undercover eddiemurphy judgereinhold johnashton martinbrest action comedy crime
2511,771,Home Alone,holiday burglar homeinvasion macaulayculkin joepesci danielstern chriscolumbus comedy family
2512,12154,Three Men and a Baby,baby roommate bachelor tomselleck steveguttenberg teddanson leonardnimoy family comedy drama
2513,9576,Tootsie,infidelity love friends dustinhoffman jessicalange terigarr sydneypollack comedy romance
2514,744,Top Gun,lovesickness lossoflover fighterpilot tomcruise kellymcgillis valkilmer tonyscott action romance war
2515,146,"Crouching Tiger, Hidden Dragon",flying martialarts taskmaster chowyun-fat michelleyeoh zhangziyi anglee adventure drama action
2516,14,American Beauty,malenudity femalenudity adultery kevinspacey annettebening thorabirch sammendes drama
2517,45269,The King's Speech,greatbritain radio monarchy colinfirth geoffreyrush helenabonhamcarter tomhooper drama history
2518,9493,Twins,perfection delivery lowintelligence arnoldschwarzenegger dannydevito kellypreston ivanreitman comedy
2519,22556,The Yellow Handkerchief,independentfilm williamhurt mariabello kristenstewart udayanprasad drama romance
2520,873,The Color Purple,prison africa southernusa whoopigoldberg margaretavery dannyglover stevenspielberg drama
2521,33196,Tidal Wave,helicopter beach lossoffather parkjoong-hoon solkyung-gu uhmjung-hwa yoonje-kyoon action adventure drama
2522,205596,The Imitation Game,gay england worldwarii benedictcumberbatch keiraknightley matthewgoode mortentyldum history drama thriller
2523,10765,Private Benjamin,paris roleofwomen goldiehawn eileenbrennan armandassante howardzieff comedy
2524,16769,Coal Miner's Daughter,countrymusic femalefriendship biography sissyspacek tommyleejones levonhelm michaelapted drama music
2525,33217,Diary of a Wimpy Kid,basedonnovel comingofage youngboy zacharygordon robertcapron rachaelharris thorfreudenthal comedy family
2526,132232,Mama,supernaturalhorror jessicachastain nikolajcoster-waldau megancharpentier andymuschietti horror
2527,11153,National Lampoon's Vacation,usa relatives familyvacation chevychase beverlyd'angelo imogenecoca haroldramis comedy adventure romance
2528,208134,Bad Grandpa,duringcreditsstinger johnnyknoxville jacksonnicoll georginacates jefftremaine comedy
2529,1165,The Queen,upperclass lossofmother greatbritain helenmirren michaelsheen jamescromwell stephenfrears drama
2530,4011,Beetlejuice,minister giantsnake skeleton geenadavis alecbaldwin winonaryder timburton fantasy comedy
2531,17202,Why Did I Get Married?, tylerperry jillscott janetjackson tylerperry comedy drama
2532,9587,Little Women,depression motherdaughterrelationship pregnant winonaryder gabrielbyrne trinialvarado gillianarmstrong drama romance
2533,65086,The Woman in Black,londonengland secret remake danielradcliffe ciaránhinds sidneyjohnston jameswatkins drama horror thriller
2534,10053,When a Stranger Calls,babysitter deathofafriend killer camillabelle katiecassidy tommyflanagan simonwest horror thriller
2535,11870,Big Fat Liar,screenplay filmproducer auto frankiemuniz paulgiamatti amandabynes shawnlevy comedy family
2536,11778,The Deer Hunter,vietnamveteran pennsylvania vietnam robertdeniro johncazale johnsavage michaelcimino drama war
2537,586,Wag the Dog,washingtond.c. rape cia dustinhoffman robertdeniro anneheche barrylevinson comedy drama
2538,18736,The Lizzie McGuire Movie, hilaryduff adamlamberg hallietodd jimfall family comedy
2539,134411,Snitch,fathersonrelationship basedontruestory dwaynejohnson barrypepper jonbernthal ricromanwaugh thriller drama
2540,287903,Krampus,fire winter santaclaus adamscott tonicollette allisontolman michaeldougherty horror comedy fantasy
2541,9276,The Faculty,americanfootball highschool alien jordanabrewster elijahwood cleaduvall robertrodriguez horror mystery sciencefiction
2542,15765,What's Love Got to Do with It,priceoffame tinaturner blackwoman angelabassett laurencefishburne vanessabellcalloway briangibson drama music
2543,2142,Cop Land,corruption newjersey handcuffs sylvesterstallone harveykeitel rayliotta jamesmangold action crime drama
2544,11397,Not Another Teen Movie,underdog ball kiss chylerleigh chrisevans jaimepressly joelgallen comedy
2545,77016,End of Watch,losangeles bulletproofvest u.s.marine jakegyllenhaal michaelpeña nataliemartinez davidayer crime drama thriller
2546,11478,The Skulls,journalist secretsociety pizza joshuajackson paulwalker hillharper robcohen crime drama thriller
2547,266856,The Theory of Everything,wifehusbandrelationship biography physicist eddieredmayne felicityjones charliecox jamesmarsh drama romance
2548,13411,Malibu's Most Wanted,streetgang losangeles jamiekennedy tayediggs anthonyanderson johnwhitesell comedy crime
2549,10564,Where the Heart Is,california baby supermarket natalieportman ashleyjudd stockardchanning mattwilliams comedy drama romance
2550,947,Lawrence of Arabia,cairo arabian worldwari petero'toole alecguinness anthonyquinn davidlean adventure drama history
2551,24150,Halloween II,nurse shotgun nudity scouttaylor-compton sherimoonzombie tylermane robzombie horror
2552,228970,Wild,adventure biography hiking reesewitherspoon lauradern thomassadoski jean-marcvallée drama
2553,18405,The Last House on the Left,rape whitetrash revenge garretdillahunt michaelbowen joshuacox dennisiliadis crime thriller horror
2554,6961,The Wedding Date,basedonnovel callboy wedding debramessing dermotmulroney amyadams clarekilner comedy romance
2555,11442,Halloween: Resurrection,brothersisterrelationship innocence serialkiller jamieleecurtis bradloree bustarhymes rickrosenthal horror thriller
2556,2493,The Princess Bride,swashbuckler evilprince referencetosocrates caryelwes robinwright mandypatinkin robreiner adventure family fantasy
2557,14047,The Great Debaters,biography denzelwashington nateparker forestwhitaker denzelwashington drama
2558,64690,Drive,stuntman bloodsplatter independentfilm ryangosling careymulligan bryancranston nicolaswindingrefn drama action thriller
2559,11132,Confessions of a Teenage Drama Queen,rockstar spotlight highschool lindsaylohan adamgarcia glenneheadly sarasugarman comedy
2560,17127,The Object of My Affection,blinddate love fallinginlove jenniferaniston paulrudd haydenpanettiere nicholashytner comedy drama romance
2561,1562,28 Weeks Later,londonengland lossofmother lossoffamily imogenpoots robertcarlyle rosebyrne juancarlosfresnadillo horror thriller sciencefiction
2562,232679,When the Game Stands Tall,americanfootball sport highschoolsports jimcaviezel michaelchiklis lauradern thomascarter drama
2563,17880,Because of Winn-Dixie, jeffdaniels annasophiarobb cicelytyson waynewang comedy drama family
2564,14736,Love & Basketball,"lovers affection sport chriswarren,jr. kylapratt sanaalathan ginaprince-bythewood action comedy drama"
2565,9434,Grosse Pointe Blank,missionofmurder schoolparty highschoolreunion johncusack minniedriver danaykroyd georgearmitage action comedy thriller
2566,23706,All About Steve,blinddate eccentric aftercreditsstinger sandrabullock thomashadenchurch bradleycooper philtraill comedy
2567,11531,Book of Shadows: Blair Witch 2,witch video forest kimdirector jeffreydonovan ericaleerhsen joeberlinger mystery thriller horror
2568,9100,The Craft,witch suicideattempt puberty robintunney fairuzabalk nevecampbell andrewfleming drama fantasy horror
2569,116,Match Point,lovetriangle londonengland upperclass jonathanrhysmeyers scarlettjohansson emilymortimer woodyallen drama thriller crime
2570,38843,Ramona and Beezus,sistersisterrelationship motherdaughterrelationship auntniecerelationship joeyking selenagomez johncorbett elizabethallenrosenbaum comedy family
2571,1245,The Remains of the Day,newspaper butler countryhouse anthonyhopkins emmathompson jamesfox jamesivory drama romance
2572,4995,Boogie Nights,pornography sex pornactor markwahlberg burtreynolds johnc.reilly paulthomasanderson drama
2573,10413,Nowhere to Run,prisoner fight liberation jean-claudevandamme rosannaarquette kieranculkin robertharmon action adventure drama
2574,14012,Flicka,horse timmcgraw mariabello armiehammer michaelmayer drama
